taxon_id,scientific_name,vernacular_name_ja,taxon_group_ja,redlist_kanagawa,redlist_national,ias_category,gbif_match_type,source_id,reason
bombus consobrinus wittenburgi,Bombus consobrinus wittenburgi,ナガマルハナバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bombus florilegus,Bombus florilegus,ノサップマルハナバチ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bombus ignitus,Bombus ignitus,クロマルハナバチ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bombus ussurensis,Bombus ussurensis,ウスリーマルハナバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bonartemis histrio,Bonartemis histrio,オイノカガミ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella anoplos,Boninella anoplos,ケズネオガサワラカミキリ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella hirsuta,Boninella hirsuta,アラゲオガサワラカミキリ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella igai,Boninella igai,ヒメオガサワラカミキリ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella karubei,Boninella karubei,ムコジマオガサワラカミキリ,昆虫類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella satoi masatakai,Boninella satoi masatakai,サトウオガサワラカミキリ母島亜種,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella satoi satoi,Boninella satoi satoi,サトウオガサワラカミキリ父島列島亜種,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninella takakuwai,Boninella takakuwai,ケブカオガサワラカミキリ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninena callistoderma,Boninena callistoderma,ハハジマキセルモドキ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninena hiraseana chichijimana,Boninena hiraseana chichijimana,チチジマキセルモドキ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninena hiraseana hiraseana,Boninena hiraseana hiraseana,ヒラセキセルモドキ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninena ogasawarae,Boninena ogasawarae,オガサワラキセルモドキ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninnadagara crinomorpha,Boninnadagara crinomorpha,マルバエダシャク,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninoleiops kitajimai,Boninoleiops kitajimai,キタジマモモブトカミキリ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninosuccinea ogasawarae,Boninosuccinea ogasawarae,オガサワラオカモノアラガイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninosuccinea punctulispira,Boninosuccinea punctulispira,テンスジオカモノアラガイ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninoxya anijimensis,Boninoxya anijimensis,アニジマイナゴ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boninthemis insularis,Boninthemis insularis,シマアカネ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bonipogonius fujitai,Bonipogonius fujitai,ヒゲシロアラゲカミキリ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bonnaya tenuifolia,Bonnaya tenuifolia,ヒメクチバシグサ,維管束植物,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bonnosukea serrulata,Bonnosukea serrulata,クイシコモチイトゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bontia bontioides,Bontia bontioides,ハマジンチョウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
boodleopsis pusilla,Boodleopsis pusilla,モツレチョウチン,藻類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bornetella nitida,Bornetella nitida,ナガミズタマ,藻類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bornetella oligospora,Bornetella oligospora,カタミズタマ,藻類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
borniopsis ariakensis,Borniopsis ariakensis,アリアケケボリ,貝類,,絶滅危惧I類（CR+EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
borniopsis sp．,Borniopsis sp．,ヨコヅナケボリ,貝類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
borniopsis tsurumaru,Borniopsis tsurumaru,ツルマルケボリガイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bostrychia flagellifera,Bostrychia flagellifera,フサコケモドキ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bostrychia simpliciuscula,Bostrychia simpliciuscula,タニコケモドキ,藻類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bostrychus sinensis,Bostrychus sinensis,ジャノメハゼ,汽水・淡水魚類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bothriochloa bladhii,Bothriochloa bladhii,モンツキガヤ（アイダガヤ、ナンゴクヒメアブラススキ）,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
botrychium formosanum,Botrychium formosanum,ホウライハナワラビ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
botrychium lanceolatum,Botrychium lanceolatum,ミヤマハナワラビ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
botrychium lunaria,Botrychium lunaria,ヒメハナワラビ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
botrychium microphyllum,Botrychium microphyllum,イブリハナワラビ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
botrychium triangularifolium,Botrychium triangularifolium,ミドリハナワラビ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bovista dryina,Bovista dryina,ハマベダンゴタケ,菌類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brabira kasaii,Brabira kasaii,チャホシホソバナミシャク,昆虫類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brachydontium noguchii,Brachydontium noguchii,ノグチゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brachydontium trichodes,Brachydontium trichodes,キヌシッポゴケモドキ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brachymna tenuis,Brachymna tenuis,ヒラタトガリカメムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brachyramphus marmoratus perdix,Brachyramphus marmoratus perdix,マダラウミスズメ,鳥類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brachystomia umboniocola,Brachystomia umboniocola,イボキサゴナカセクチキレモドキ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bradybaena circulus hiroshihorii,Bradybaena circulus hiroshihorii,ホリマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bradybaena phaeogramma,Bradybaena phaeogramma,伊豆諸島のタメトモマイマイ,貝類,,絶滅のおそれのある地域個体群（LP）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bradybaena phaeogramma iheyaensis,Bradybaena phaeogramma iheyaensis,イヘヤタメトモマイマイ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
branta bernicla orientalis,Branta bernicla orientalis,コクガン,鳥類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
branta canadensis leucopareia,Branta canadensis leucopareia,シジュウカラガン,鳥類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brassica juncea,Brassica juncea,セイヨウカラシナ（カラシナ）,植物,,,その他の総合対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bredia okinawensis,Bredia okinawensis,コバノミヤマノボタン,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brenthis daphne iwatensis,Brenthis daphne iwatensis,ヒョウモンチョウ北海道・本州北部亜種,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brenthis daphne rabdia,Brenthis daphne rabdia,ヒョウモンチョウ本州中部亜種,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bresilia gibbosa,Bresilia gibbosa,マンザセキヨウエビ,甲殻類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bresilia rufioculus,Bresilia rufioculus,メヒカリセキヨウエビ,甲殻類（海洋生物）,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
breutelia arundinifolia,Breutelia arundinifolia,ウワバミゴケ,蘚苔類,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
brigantiaea nipponica,Brigantiaea nipponica,オオサビイボゴケ,地衣類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bruchia microspora,Bruchia microspora,ヒトヨシゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bryanthus gmelinii,Bryanthus gmelinii,チシマツガザクラ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bryochenea vestitissima,Bryochenea vestitissima,スギバシノブゴケ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bryonorrisia acutifolia,Bryonorrisia acutifolia,トガリバギボウシゴケ,蘚苔類,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bryophyllum pinnatum,Bryophyllum pinnatum,セイロンベンケイ（トウロウソウ、セイロンベンケイソウ、ハカラメ）,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
buckia vaucheri,Buckia vaucheri,ハイヒバゴケモドキ,蘚苔類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
buddleja davidii,Buddleja davidii,フサフジウツギ（ニシキフジウツギ、チチブフジウツギ、ブッドレア）,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum affine,Bulbophyllum affine,クスクスラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum boninense,Bulbophyllum boninense,オガサワラシコウラン,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum drymoglossum,Bulbophyllum drymoglossum,マメヅタラン,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum inconspicuum,Bulbophyllum inconspicuum,ムギラン,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum japonicum,Bulbophyllum japonicum,ミヤマムギラン,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum macraei var. macraei,Bulbophyllum macraei var. macraei,シコウラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbophyllum macraei var. tanegashimense,Bulbophyllum macraei var. tanegashimense,タネガシマシコウラン,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bulbostylis densa var. capitata,Bulbostylis densa var. capitata,イトテンツキ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bunaka gyrinoides,Bunaka gyrinoides,オウギハゼ,汽水・淡水魚類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bupleurum ajanense,Bupleurum ajanense,レブンサイコ,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bupleurum quadriradiatum,Bupleurum quadriradiatum,フジワラサイコ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
bupleurum stenophyllum var. stenophyllum,Bupleurum stenophyllum var. stenophyllum,ミシマサイコ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
burmannia nepalensis,Burmannia nepalensis,キリシマシャクジョウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
buteo buteo toyoshimai,Buteo buteo toyoshimai,オガサワラノスリ,鳥類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
